date,rf
1962-01,0.002082430119917822
1962-02,0.0020410207511774026
1962-03,0.0022063964251870516
1962-04,0.002222638404410171
1962-05,0.0020782392162375096
1962-06,0.0024045867095430218
1962-07,0.0021812357006478766
1962-08,0.0022063614106730967
1962-09,0.002235274917917973
1962-10,0.0020451616136150097
1962-11,0.0022229219305360814
1962-12,0.002429052059003567
1963-01,0.0024087856747461167
1963-02,0.002338635213084528
1963-03,0.0023468126985439763
1963-04,0.0023506589440096537
1963-05,0.0024335825744250528
1963-06,0.002454098040699293
1963-07,0.0025119958275434673
1963-08,0.0026806291487670997
1963-09,0.002815945716139412
1963-10,0.002697209631986164
1963-11,0.00269295720687035
1963-12,0.0028568626988598744
1964-01,0.0028286240594925793
1964-02,0.0028984634096791417
1964-03,0.0028937847839325403
1964-04,0.002754790931562612
1964-05,0.00268077666111588
1964-06,0.002799355721944119
1964-07,0.002676167590715206
1964-08,0.0026801333156381
1964-09,0.002889840322717774
1964-10,0.0028118335713365195
1964-11,0.0029308890858108505
1964-12,0.0028117954067941042
1965-01,0.003180715361398745
1965-02,0.0031525239491232426
1965-03,0.00310290376413791
1965-04,0.003160395221972756
1965-05,0.0030583146454614685
1965-06,0.003098994118549969
1965-07,0.003086866116934539
1965-08,0.003098819424192989
1965-09,0.0032626877228498774
1965-10,0.0031523902521959357
1965-11,0.0031111161765635664
1965-12,0.0034873782603650483
1966-01,0.0036993089148953384
1966-02,0.003642287110577902
1966-03,0.0036094893002405204
1966-04,0.0037565745784244875
1966-05,0.003642091766462352
1966-06,0.0036911892346029873
1966-07,0.0037119860408338923
1966-08,0.003853716706020638
1966-09,0.004198941947674895
1966-10,0.0038943548093881564
1966-11,0.003487345089214555
1966-12,0.0036507029983565698
1967-01,0.003711329642399175
1967-02,0.0036624947168009125
1967-03,0.003323820257441046
1967-04,0.0028326211729827744
1967-05,0.002667818267181765
1967-06,0.0030374958619092673
1967-07,0.0031194614296132794
1967-08,0.0031602586812731204
1967-09,0.003397751826389017
1967-10,0.003393277364968972
1967-11,0.0034261542025761926
1967-12,0.003548988464029179
1968-01,0.003920248935917803
1968-02,0.0038132844093257123
1968-03,0.003955822033267387
1968-04,0.00446199404173897
1968-05,0.004380844665773598
1968-06,0.004300841853282833
1968-07,0.004279966221177878
1968-08,0.004024566309696276
1968-09,0.004202997996843871
1968-10,0.0044010597642194504
1968-11,0.003943619340770699
1968-12,0.004945404532544551
1969-01,0.004866487537674713
1969-02,0.00458316272087278
1969-03,0.00436151963534237
1969-04,0.004965902730331262
1969-05,0.004744882715855381
1969-06,0.005247051072799991
1969-07,0.005587323493493779
1969-08,0.005387758704761714
1969-09,0.005610796150736341
1969-10,0.005406820683898417
1969-11,0.005219864134857755
1969-12,0.005487376566173374
1970-01,0.006222763968917189
1970-02,0.005106976885855374
1970-03,0.005194427484373376
1970-04,0.005271069226432168
1970-05,0.00511101184722218
1970-06,0.004812626808260445
1970-07,0.004784779453749666
1970-08,0.004953468137445016
1970-09,0.0047243314237321865
1970-10,0.004292091231092421
1970-11,0.0036341675775437565
1970-12,0.003626042659581552
1971-01,0.003323820257441046
1971-02,0.0026517161437831227
1971-03,0.0027952573849043816
1971-04,0.0030129079591045826
1971-05,0.003168886250699776
1971-06,0.0040894942731874995
1971-07,0.004122212543575365
1971-08,0.003601356595869687
1971-09,0.0036993089148953384
1971-10,0.003266964761619473
1971-11,0.0031356707779008897
1971-12,0.002750198093424139
1972-01,0.0025691778767360507
1972-02,0.0025854932536513164
1972-03,0.0028569911850369056
1972-04,0.002668186267279715
1972-05,0.0027911572379741845
1972-06,0.002971925911355866
1972-07,0.0028816218905274305
1972-08,0.0035198367655284724
1972-09,0.003618065719582786
1972-10,0.0037072699265003894
1972-11,0.004008345480905895
1972-12,0.0039682545487012
1973-01,0.004528328321560693
1973-02,0.004534690141950959
1973-03,0.004768680039255679
1973-04,0.0048572816551826214
1973-05,0.005282647443987987
1973-06,0.005994756782921273
1973-07,0.006675864590017566
1973-08,0.006884322283069011
1973-09,0.00591627184556498
1973-10,0.005597889474232787
1973-11,0.006003920563800946
1973-12,0.005938420654799659
1974-01,0.006084164823052518
1974-02,0.005948726241687741
1974-03,0.006821108509953877
1974-04,0.007031024624931881
1974-05,0.006304861258596306
1974-06,0.006185713925793035
1974-07,0.0062120837595331935
1974-08,0.007372823421913477
1974-09,0.005002130575868957
1974-10,0.0053971920006090635
1974-11,0.006043748045921449
1974-12,0.005290679361573014
1975-01,0.004503425820887141
1975-02,0.003879099886132664
1975-03,0.004292128840339693
1975-04,0.004244419697552404
1975-05,0.003959601340451702
1975-06,0.004591237144939031
1975-07,0.004891050795659657
1975-08,0.0048423450608654495
1975-09,0.005098122359189716
1975-10,0.004325429608912801
1975-11,0.0042204000922652085
1975-12,0.004211109607264563
1976-01,0.003691855462375271
1976-02,0.0037977050366333476
1976-03,0.0038791041917063396
1976-04,0.00382977566371534
1976-05,0.0041222444813047154
1976-06,0.0043098321314800625
1976-07,0.004138997859659321
1976-08,0.0038862450812919835
1976-09,0.0041392853978310384
1976-10,0.0038790912749853135
1976-11,0.0035524291349704473
1976-12,0.003479800531016819
1977-01,0.003715650334930487
1977-02,0.003617864503484114
1977-03,0.003707951936805065
1977-04,0.0035854592093211846
1977-05,0.003942615033473151
1977-06,0.00403376702298841
1977-07,0.0043496943561429635
1977-08,0.004374610787385436
1977-09,0.004721414816530212
1977-10,0.004728408600339407
1977-11,0.004625295459578016
1977-12,0.00467302575293127
1978-01,0.0048649600352208555
1978-02,0.004937378893129285
1978-03,0.005259511745220324
1978-04,0.004905974195988927
1978-05,0.005269353179766512
1978-06,0.0053085397935423995
1978-07,0.0052750825623704145
1978-08,0.006123949716072996
1978-09,0.006449023790771724
1978-10,0.006849624445614433
1978-11,0.007255714025790949
1978-12,0.006765809575654647
1979-01,0.007608383914067485
1979-02,0.007624064390635565
1979-03,0.007700487441479442
1979-04,0.007644687532091465
1979-05,0.00773476733557632
1979-06,0.007199743308622608
1979-07,0.007282855781558961
1979-08,0.008015381866064208
1979-09,0.008187070277054342
1979-10,0.009275991852406351
1979-11,0.008661710942184042
1979-12,0.0074722041649901705
1980-01,0.009279456483604509
1980-02,0.010694902040589316
1980-03,0.011752039953328852
1980-04,0.007390354865629112
1980-05,0.005796600963794862
1980-06,0.005026218754546452
1980-07,0.006044342265127067
1980-08,0.007435697588232371
1980-09,0.008579191694439992
1980-10,0.009250008184847669
1980-11,0.01145925123080449
1980-12,0.009884249482442709
1981-01,0.01091919545707598
1981-02,0.011002705810525981
1981-03,0.010249284810729842
1981-04,0.01084516665515567
1981-05,0.012554519423920052
1981-06,0.0112822961961756
1981-07,0.011683511457767803
1981-08,0.011691803803071332
1981-09,0.010976342621816348
1981-10,0.010026659552514472
1981-11,0.008160378074818064
1981-12,0.007695594278066542
1982-01,0.009435093425998575
1982-02,0.00935801478674314
1982-03,0.010550017556495428
1982-04,0.009665985718594783
1982-05,0.009064581804469451
1982-06,0.009322323955512912
1982-07,0.0071446433396005204
1982-08,0.0050338373523626245
1982-09,0.005669343087884027
1982-10,0.00620285317029623
1982-11,0.006144711921484802
1982-12,0.006480729121314699
1983-01,0.006462840248093071
1983-02,0.0059862269328978535
1983-03,0.006877212970683777
1983-04,0.006520401584579005
1983-05,0.0064938319837879455
1983-06,0.006971962239241458
1983-07,0.0071446475102183715
1983-08,0.007319551564971327
1983-09,0.007018506850675177
1983-10,0.006779365470684473
1983-11,0.0068226653953176175
1983-12,0.006931717586071251
1984-01,0.007117649849378571
1984-02,0.0071226743769909895
1984-03,0.007631900736674746
1984-04,0.007409414045262075
1984-05,0.007483730383976539
1984-06,0.007482837514287244
1984-07,0.007706328615031621
1984-08,0.008521897564962355
1984-09,0.008304002815250788
1984-10,0.0069017051680944075
1984-11,0.0059720634801534445
1984-12,0.0061214774962954355
1985-01,0.0061637560779750356
1985-02,0.006211435548068467
1985-03,0.00650455625921742
1985-04,0.00592988357467128
1985-05,0.005677342451283263
1985-06,0.0053646925814896385
1985-07,0.00570184568206078
1985-08,0.005708763181643928
1985-09,0.005707152459915488
1985-10,0.005789177997619355
1985-11,0.0053165726016422
1985-12,0.004792494019325355
1986-01,0.005484828102217287
1986-02,0.005612874990962746
1986-03,0.00508248690149915
1986-04,0.004786679342241529
1986-05,0.004987249952332684
1986-06,0.0047767464418553285
1986-07,0.004576481731138671
1986-08,0.004171464434334915
1986-09,0.004162198742156065
1986-10,0.004171464434334915
1986-11,0.004041885928055766
1986-12,0.004163928939293404
1987-01,0.004535742679347976
1987-02,0.004365910507006854
1987-03,0.004235118841675156
1987-04,0.003960642853202412
1987-05,0.004382059820110529
1987-06,0.004016195196981487
1987-07,0.00455189514218346
1987-08,0.004599329151498521
1987-09,0.005261331037908379
1987-10,0.003291851745863772
1987-11,0.0028816552613859514
1987-12,0.003021708937433365
1988-01,0.004301124799171996
1988-02,0.004211114834903107
1988-03,0.004657218524174889
1988-04,0.00467302575293127
1988-05,0.0047602615981556795
1988-06,0.005292987632602442
1988-07,0.0051640923305733555
1988-08,0.005813677383972982
1988-09,0.005724739281575575
1988-10,0.0054513217312404105
1988-11,0.005517858997363012
1988-12,0.005348633877298115
1989-01,0.006343221400983978
1989-02,0.006073153123887343
1989-03,0.007034280627490119
1989-04,0.006868535258726993
1989-05,0.00689379679209523
1989-06,0.006631291979947829
1989-07,0.006312142653468689
1989-08,0.0062670998136851175
1989-09,0.006242613408558251
1989-10,0.006192389701092704
1989-11,0.005709300360537073
1989-12,0.005075707886680769
1990-01,0.006156406014374616
1990-02,0.0062041384475515216
1990-03,0.006433170256471721
1990-04,0.0060578490110907435
1990-05,0.0059168357194090415
1990-06,0.006155156586366228
1990-07,0.006017461285447556
1990-08,0.00603577713404202
1990-09,0.005668812042945781
1990-10,0.005453786732181332
1990-11,0.005380703513066187
1990-12,0.004429657462815539
1991-01,0.0047701762178054
1991-02,0.004641079472824217
1991-03,0.004778239379062521
1991-04,0.00440507868578921
1991-05,0.004382398009712185
1991-06,0.004220097048632132
1991-07,0.004504070249341963
1991-08,0.004317318644268653
1991-09,0.004065156996580388
1991-10,0.0039037375273973662
1991-11,0.003324560888299022
1991-12,0.0030455505355364565
1992-01,0.0030543603601544955
1992-02,0.0031526979653366816
1992-03,0.0032829576535047256
1992-04,0.0028739638956323255
1992-05,0.002980544848467215
1992-06,0.0028814942540864585
1992-07,0.002528284279241122
1992-08,0.0024867646125572573
1992-09,0.0022147970934651706
1992-10,0.0022807473574231185
1992-11,0.002197862603234846
1992-12,0.0024046862233018107
1993-01,0.002355071674790432
1993-02,0.0022394325978167817
1993-03,0.00235525421442051
1993-04,0.0023468160981343633
1993-05,0.002429341746150504
1993-06,0.00235525421442051
1993-07,0.0023722288709395745
1993-08,0.0023547067099543018
1993-09,0.002289094510339762
1993-10,0.0023303029343497705
1993-11,0.0022638861271557786
1993-12,0.0024210921924414652
1994-01,0.002297008105070164
1994-02,0.002387805817325672
1994-03,0.002783569186333379
1994-04,0.0029641341385073794
1994-05,0.003102907040881453
1994-06,0.002890390714171742
1994-07,0.003234573577003852
1994-08,0.0035863151637780533
1994-09,0.0036674205308064867
1994-10,0.00354448229701787
1994-11,0.004034032674536281
1994-12,0.0038628244782630272
1995-01,0.004218924334214558
1995-02,0.004089222601008302
1995-03,0.004689147541577343
1995-04,0.004656868190322294
1995-05,0.004584894822303065
1995-06,0.0043335132589017444
1995-07,0.004429657462815539
1995-08,0.004366208751256817
1995-09,0.004357800372040588
1995-10,0.0040648849313902335
1995-11,0.004406677109500601
1995-12,0.003740740841499113
1996-01,0.004017786137385793
1996-02,0.004058126449155486
1996-03,0.004228202380737622
1996-04,0.003943108324238942
1996-05,0.004098716503357025
1996-06,0.003927876126547103
1996-07,0.004098993183956123
1996-08,0.004163341720711866
1996-09,0.004065156996580388
1996-10,0.004043916133872338
1996-11,0.0040334967783108855
1996-12,0.003973566278415497
1997-01,0.004049736422045758
1997-02,0.004118726128357952
1997-03,0.004251621325610966
1997-04,0.0040665180552541536
1997-05,0.0036062800183478405
1997-06,0.004109777579105245
1997-07,0.004167682745644274
1997-08,0.004088295234732975
1997-09,0.003874036181457763
1997-10,0.003988824443884598
1997-11,0.004066245745717678
1997-12,0.004159856443315846
1998-01,0.004094382138464248
1998-02,0.004171451554522809
1998-03,0.004257397428457432
1998-04,0.0038569686943519255
1998-05,0.003728524445797632
1998-06,0.003837449391148162
1998-07,0.003870958200528074
1998-08,0.0038275251974517754
1998-09,0.003296294864964633
1998-10,0.0029128336304378166
1998-11,0.003628052261370973
1998-12,0.0035901818887533743
1999-01,0.003602202681740607
1999-02,0.003679644239980684
1999-03,0.0037208352180959636
1999-04,0.0036367733315894046
1999-05,0.003610357192080915
1999-06,0.003625058681570925
1999-07,0.003634816814944264
1999-08,0.0036746804195246785
1999-09,0.0036757922764136808
1999-10,0.00356753874247695
1999-11,0.0037316794936914643
1999-12,0.004155231243437196
2000-01,0.004381133212306265
2000-02,0.004324184241028206
2000-03,0.004753675715916117
2000-04,0.004288971894955695
2000-05,0.003814487641531805
2000-06,0.004574105841906206
2000-07,0.004768677439770164
2000-08,0.005052011041521087
2000-09,0.0048040600602470285
2000-10,0.004889087722706131
2000-11,0.004961505547032008
2000-12,0.004685113179383915
2001-01,0.003936514947103564
2001-02,0.004084786576159294
2001-03,0.0036205494139360805
2001-04,0.0030661934746540886
2001-05,0.0028267220865314524
2001-06,0.002801936304968944
2001-07,0.0029840608033362415
2001-08,0.002769054641581281
2001-09,0.0019601181591231143
2001-10,0.001727905025168619
2001-11,0.0014283381400517214
2001-12,0.0013532424255555675
2002-01,0.0013971247472674975
2002-02,0.0014325372325318941
2002-03,0.001413790979574392
2002-04,0.0014490249826515367
2002-05,0.0013971247472674975
2002-06,0.0013783407284471139
2002-07,0.0014054906945446533
2002-08,0.0013700054322218769
2002-09,0.0012990445023763897
2002-10,0.0011760393347377551
2002-11,0.00100884724316197
2002-12,0.0009418439414785595
2003-01,0.0009502728286270301
2003-02,0.0009900234415292086
2003-03,0.0009460434927694994
2003-04,0.0009063468227559213
2003-05,0.0009293451939715869
2003-06,0.0006589693139618102
2003-07,0.0007303257194968271
2003-08,0.0008057841605597638
2003-09,0.0007072134164165522
2003-10,0.0007596719853508738
2003-11,0.0007471014742914672
2003-12,0.0006862839378234398
2004-01,0.0006862684495343441
2004-02,0.0007743463163107922
2004-03,0.0007659805394035768
2004-04,0.0006715813613389354
2004-05,0.0007533823360565961
2004-06,0.0009356527294064332
2004-07,0.001059026976440114
2004-08,0.0011926248122935412
2004-09,0.0012073541753663264
2004-10,0.0014449984742752608
2004-11,0.0016777714024822643
2004-12,0.0015761031760443966
2005-01,0.0017837020088629085
2005-02,0.0020572391393689493
2005-03,0.0021402840252884303
2005-04,0.0022311676322028795
2005-05,0.0022638861269905775
2005-06,0.0024541855025037584
2005-07,0.002651827370940385
2005-08,0.002742578026127651
2005-09,0.002616838711374969
2005-10,0.0030293079650935972
2005-11,0.003250071290167078
2005-12,0.0032304813573289515
2006-01,0.0035361195883163443
2006-02,0.0036135741509863983
2006-03,0.0037488842932320576
2006-04,0.0037651692485471955
2006-05,0.0038307663164520722
2006-06,0.0038221461477707663
2006-07,0.004099965356885171
2006-08,0.004045946299537251
2006-09,0.003793661672149451
2006-10,0.004194536938778359
2006-11,0.004058126449480337
2006-12,0.0038892567073880446
2007-01,0.004074637798270775
2007-02,0.004188246985550315
2007-03,0.00411466919941228
2007-04,0.003878348175198054
2007-05,0.003830524692910009
2007-06,0.0037000138366551916
2007-07,0.0041581474292511356
2007-08,0.003396085052623121
2007-09,0.0028245362933203566
2007-10,0.0032594731856683268
2007-11,0.0026435958266757265
2007-12,0.0023506711913776623
2008-01,0.0013762881219014922
2008-02,0.0017091158540738505
2008-03,0.0010255246921277994
2008-04,0.001042338889758021
2008-05,0.001609372677043197
2008-06,0.0014011623892815628
2008-07,0.0013095822642461563
2008-08,0.0013762569685482617
2008-09,0.0007994553322774323
2008-10,0.00021100673881968568
2008-11,2.534405881049473e-05
2008-12,2.5344069369381828e-05
2009-01,0.00014775089058538526
2009-02,0.00014353242833475832
2009-03,0.0001266557662613632
2009-04,2.9567453638579266e-05
2009-05,6.75700291639103e-05
2009-06,0.00012032679093088028
2009-07,0.00010766839939813089
2009-08,7.812347117419627e-05
2009-09,3.5902237706331164e-05
2009-10,8.448721366960399e-06
2009-11,6.123707013916402e-05
2009-12,3.167908517798246e-05
2010-01,1.2672817544467918e-05
2010-02,6.123725507456435e-05
2010-03,0.0001118887681221814
2010-04,0.00011821796233979498
2010-05,0.00011399826910563071
2010-06,0.00013509557645585701
2010-07,0.00011821796233979498
2010-08,0.0001266557662613632
2010-09,0.00011188856232036137
2010-10,0.00010555835485925869
2010-11,0.00014142181612863958
2010-12,6.75700291639103e-05
2011-01,0.00012454640737158407
2011-02,6.545893718090667e-05
2011-03,4.857055677032207e-05
2011-04,1.2672817544467918e-05
2011-05,3.590211057358239e-05
2011-06,6.336607814683148e-06
2011-07,7.390240702531692e-05
2011-08,0.0
2011-09,1.2672817544467918e-05
2011-10,4.224447977430046e-06
2011-11,0.0
2011-12,0.0
2012-01,3.167900269240853e-05
2012-02,4.434798462793488e-05
2012-03,2.9567439267408346e-05
2012-04,6.334802589447186e-05
2012-05,2.3232295518038626e-05
2012-06,2.9567439267408346e-05
2012-07,5.0681582035805306e-05
2012-08,6.545914849542811e-05
2012-09,3.379065403374959e-05
2012-10,7.812397283113448e-05
2012-11,0.00010133762736153074
2012-12,2.112045897217918e-05
2013-01,5.0681793160034516e-05
2013-02,4.012517221818612e-05
2013-03,3.379067280340209e-05
2013-04,1.2672806984248552e-05
2013-05,1.267282018457827e-05
2013-06,8.448721366960399e-06
2013-07,8.448723713527784e-06
2013-08,8.448721366960399e-06
2013-09,1.689672332716441e-05
2013-10,2.9567453638579266e-05
2013-11,2.1120480970360234e-05
2013-12,1.2672806984248552e-05
2014-01,4.2236554884222954e-05
2014-02,2.534404825205172e-05
2014-03,1.4784788733956944e-05
2014-04,8.448723713527784e-06
2014-05,1.9008631225059247e-05
2014-06,1.2672809624358905e-05
2014-07,4.224449150935783e-06
2014-08,4.224448857392815e-06
2014-09,1.2672806984248552e-05
2014-10,2.1122464732847845e-06
2014-11,4.224449150935783e-06
2014-12,8.448723713527784e-06
2015-01,-1.6899559241001505e-05
2015-02,-4.224625222093437e-06
2015-03,2.956738178294671e-05
2015-04,-4.2246249287725135e-06
2015-05,2.1122464732847845e-06
2015-06,-3.802807319119861e-05
2015-07,2.534404825205172e-05
2015-08,-6.337005955425745e-06
2015-09,-2.323760392308749e-05
2015-10,2.1120480970360234e-05
2015-11,0.00010133762736153074
2015-12,5.7015238965174575e-05
2016-01,0.00018992584739030427
2016-02,0.00018570744142376583
2016-03,6.33482897685056e-05
2016-04,0.00010977839995085503
2016-05,0.00018992347541457733
2016-06,0.0001751671155036938
2016-07,0.00015196917704662916
2016-08,0.0001983600244042094
2016-09,0.00015618728773514334
2016-10,0.00013509407633094384
2016-11,0.000253157465180065
2016-12,0.00034161039150171213
2017-01,0.00039211134654815183
2017-02,0.0003567579865932924
2017-03,0.0005729128938076755
2017-04,0.0005603100013771289
2017-05,0.0006233215713400408
2017-06,0.0007114413646982509
2017-07,0.0008078474755517373
2017-08,0.0009209868788750963
2017-09,0.00079530596229338
2017-10,0.0008329767697996537
2017-11,0.0009146795218060166
2017-12,0.001025576579160914
2018-01,0.0011196689564074713
2018-02,0.0009875146247100286
2018-03,0.001347109684244563
2018-04,0.0013636617528240969
2018-05,0.0014533623577945853
2018-06,0.0014699838512746144
2018-07,0.0015821773238005044
2018-08,0.001621845931139898
2018-09,0.0017215768687244282
2018-10,0.0017964170511071131
2018-11,0.0018626379345150212
2018-12,0.0018625237983644904
2019-01,0.0019414078820045866
2019-02,0.0019994097318982718
2019-03,0.001995202352930159
2019-04,0.0019867887328091083
2019-05,0.001937201885038986
2019-06,0.001677864009170138
2019-07,0.0018585472717267404
2019-08,0.0017214793686528562
2019-09,0.0014886095009136735
2019-10,0.001255299734206572
2019-11,0.0013491043253459623
2019-12,0.0011717503855219746
2020-01,0.0012907311635390606
2020-02,0.0011968462876328356
2020-03,3.379572443229506e-06
2020-04,6.123719342920886e-05
2020-05,0.00010555798851563658
2020-06,9.71171166057605e-05
2020-07,7.6012921638835e-05
2020-08,7.601282665614661e-05
2020-09,7.179165842696733e-05
2020-10,6.334809186259172e-05
2020-11,5.912606991320679e-05
2020-12,4.2236525559014026e-05
2021-01,4.43478553058263e-05
2021-02,2.534402713449957e-05
2021-03,1.2672817544467918e-05
2021-04,4.224448270750969e-06
2021-05,4.224448270750969e-06
2021-06,2.9567439267408346e-05
2021-07,4.6459170037316255e-05
2021-08,3.3790578955139594e-05
2021-09,3.801364505839899e-05
2021-10,4.22364962338051e-05
2021-11,6.75697289469479e-05
2021-12,4.22364962338051e-05
2022-01,2.956739615411763e-05
2022-02,5.912606991320679e-05
2022-03,3.3790635264319135e-05
2022-04,0.0002910713340271709
2022-05,0.0005728913079934284
2022-06,0.0009293309916522663
2022-07,0.0017879046442697
2022-08,0.0019414698886486281
2022-09,0.0022433992076120735
2022-10,0.0028364641799158985
2022-11,0.0032611690021553397
2022-12,0.0032669540255176877
2023-01,0.003662462132730804
2023-02,0.003609499080607481
2023-03,0.0038074274928334706
2023-04,0.003410000998974372
2023-05,0.0040378253956838694
2023-06,0.004203302491333938
2023-07,0.004336632198328916
2023-08,0.004357487640681557
2023-09,0.004365267064303069
2023-10,0.004368684216773833
2023-11,0.004349393739145668
2023-12,0.004377403997652074
2024-01,0.004321367538386411
2024-02,0.004381765488413958
2024-03,0.004365580899328592
2024-04,0.0043605947727596295
2024-05,0.004359198053561997
2024-06,0.004361221097448409
2024-07,0.004357800372231102
2024-08,0.004278243226056633
2024-09,0.003748059145153526
2024-10,0.003676713760067285
2024-11,0.0034102561062527847
2024-12,0.003277558205835751
